,0
5,0.5656742556917689
10,0.690893169877408
15,0.7425569176882661
20,0.7705779334500875
25,0.7740805604203153
30,0.7837127845884413
35,0.7863397548161121
40,0.787215411558669
45,0.7889667250437828
50,0.7933450087565674
