,pull,train,push
0,10.971094,18.038796,13.539641
1,9.672257,17.520015,13.551667
2,9.714337,17.024753,12.045917
3,9.596825,16.890059,12.153099
4,9.682069,17.023344,12.385117
5,9.629711,17.14993,12.390255
6,9.78494,16.860222,12.29571
7,9.551137,16.849205,12.360901
8,9.762972,16.965045,12.39451
9,9.762534,16.821162,12.335678
10,9.891134,17.028141,12.735328
11,9.770735,17.056097,12.050444
12,9.536628,17.264315,13.402893
13,10.042475,16.943009,11.888088
14,9.683778,16.980686,11.970132
15,9.873792,16.828141,12.165903
16,9.77269,17.131883,11.948381
17,9.61996,16.891744,12.081102
18,9.627043,16.83451,12.308974
19,9.657897,16.866231,12.288128
20,9.6935,16.962882,12.216816
21,9.738769,17.079577,12.331681
22,9.679193,17.248074,12.497234
23,9.7459,17.078676,12.287075
24,9.729085,17.072885,12.36395
25,9.793361,17.036602,12.281671
26,9.67013,16.836405,12.363125
27,9.706188,16.9824,12.85419
28,9.76795,17.110416,13.488979
29,9.94825,16.801263,12.173287
30,9.814166,17.15354,12.45459
31,9.71175,17.007391,12.178249
32,9.678981,16.591029,13.051876
33,9.898306,16.806064,12.100009
34,9.878307,16.915609,12.424333
35,9.957539,17.157077,12.131967
36,9.891301,17.001013,12.309809
37,9.747214,17.068226,12.420969
38,9.670131,16.828845,12.341189
39,9.838134,17.171226,12.439451
40,9.989072,17.1043,12.414057
41,9.786386,16.806827,12.380576
42,9.703173,17.144234,12.417258
43,9.616995,16.828272,13.147186
44,9.729934,17.016218,12.480875
45,9.735455,16.838093,11.881978
46,9.828615,16.731834,12.199958
47,9.772138,16.879018,12.349419
48,9.951586,16.898409,12.118965
49,9.771261,16.932941,12.633435
,9.78093556,17.00113268,12.4205205
