,pull,train,push
0,5.903489,16.817231,7.322866
1,7.955084,17.225318,6.810027
2,6.339849,16.818146,8.215953
3,5.497381,16.733217,5.924427
4,5.653783,16.735145,6.815123
5,6.82188,17.137017,6.018904
6,5.881752,17.115616,8.695651
7,5.252841,17.109712,5.861242
8,5.727751,17.031692,6.683536
9,8.426122,16.845963,6.761643
10,6.044368,17.040981,7.325512
11,5.127926,17.019288,5.843494
12,5.894022,17.111133,7.657899
13,6.878079,16.93007,6.558931
14,6.147472,17.214165,8.382051
15,5.381342,17.022818,5.987856
16,5.873819,16.983145,6.553906
17,6.961435,16.89737,7.33297
18,5.964863,16.638741,8.345181
19,5.368317,16.965706,5.942228
20,5.746473,16.870813,7.250402
21,6.960843,16.845231,7.257946
22,6.645193,17.108073,6.807213
23,5.239427,17.115326,6.031557
24,5.690791,16.823793,6.785411
25,7.912762,17.145863,6.502131
26,5.997602,16.939087,6.870324
27,4.945775,16.778483,6.42927
28,5.722696,16.788506,7.222629
29,7.28269,16.895237,6.289512
30,7.258557,17.947241,7.039283
31,5.296769,16.993857,6.045181
32,6.132743,17.441382,7.445439
33,7.119247,17.050012,7.155983
34,6.340929,17.085184,7.796277
35,5.19098,17.174085,6.369668
36,5.69804,16.97387,6.912593
37,8.098083,17.166968,6.564526
38,6.797085,17.397806,6.973452
39,5.3428,17.173993,5.985798
40,5.767834,16.570538,7.148422
41,8.29202,16.988674,6.843178
42,6.077005,17.010156,6.677938
43,4.956981,16.820027,5.792737
44,5.7384,17.171936,7.150794
45,7.439528,16.617319,7.211028
46,5.828622,16.931446,6.653015
47,5.086704,16.849185,5.701454
48,5.648291,16.770264,7.102844
49,6.893801,16.990942,8.051137
,6.20500492,16.99655542,6.86213084
