,0
5,0.40367775831873903
10,0.478984238178634
15,0.6339754816112084
20,0.6891418563922942
25,0.7145359019264448
30,0.7180385288966725
35,0.7154115586690017
40,0.7329246935201401
45,0.7346760070052539
50,0.7381786339754816
55,0.7320490367775832
60,0.7346760070052539
65,0.7329246935201401
70,0.7320490367775832
75,0.7311733800350263
80,0.7311733800350263
85,0.7294220665499125
90,0.7285464098073555
95,0.7259194395796847
100,0.7267950963222417
