,0
5,0.38704028021015763
10,0.5560420315236427
15,0.6322241681260946
20,0.6576182136602452
25,0.6663747810858144
30,0.6725043782837128
35,0.6865148861646234
40,0.6961471103327496
45,0.7005253940455342
50,0.7040280210157618
