,pull,train,push
0,3.240445,16.424994,3.969899
1,4.959527,15.836522,3.965491
2,3.269969,16.595194,4.015196
3,5.444937,16.72433,4.592474
4,3.284162,16.836872,3.547991
5,3.893152,16.378566,4.519591
6,3.395894,16.982195,3.553455
7,5.198569,16.831809,4.461005
8,3.367087,16.786145,3.919188
9,4.731722,16.392454,4.84197
10,3.499062,16.578283,3.807455
11,5.321024,16.397901,4.701641
12,3.648397,16.98083,3.661528
13,5.097481,16.410935,4.407228
14,3.462821,16.444242,3.716813
15,3.795923,16.739324,4.433355
16,3.28993,16.726962,3.655197
17,6.139368,16.619943,4.441167
18,3.326537,16.215381,3.481204
19,5.404566,16.371486,4.538335
20,3.426832,16.431192,3.522473
21,5.003266,16.21074,4.247971
22,3.292987,16.600374,3.870154
23,4.553675,16.407159,4.37515
24,3.282737,16.756201,3.55106
25,3.810263,16.487741,4.418981
26,3.363608,16.363752,3.540556
27,5.327305,16.26682,4.712491
28,3.406152,16.131612,3.504255
29,3.923202,16.922883,4.460758
30,3.384126,15.989188,3.897078
31,4.599528,16.142487,4.615118
32,3.441178,16.749242,3.408548
33,4.984886,16.881289,4.494574
34,3.341241,16.048645,3.536924
35,4.378956,16.33123,4.385906
36,3.589998,17.691403,3.531829
37,5.014936,16.136672,4.475214
38,3.969468,16.833082,4.083059
39,5.862821,16.557906,4.63515
40,3.492176,16.799575,3.877248
41,5.53696,15.994874,4.715312
42,3.440621,16.057721,3.574161
43,5.210096,15.708697,3.880487
44,3.35121,16.352264,4.080613
45,5.40593,16.223399,4.480537
46,3.332835,16.464382,3.582712
47,5.409108,16.31449,4.414948
48,3.309324,16.641071,3.582129
49,5.319838,16.163198,4.373116
,4.19071672,16.47867314,4.0811739
