,0
5,0.617338003502627
10,0.658493870402802
15,0.702276707530648
20,0.7285464098073555
25,0.7486865148861647
30,0.7697022767075307
35,0.7819614711033275
40,0.7863397548161121
45,0.7942206654991243
50,0.797723292469352
55,0.8108581436077058
60,0.8152364273204904
65,0.8257443082311734
70,0.841506129597198
75,0.8537653239929948
80,0.8651488616462347
85,0.873029772329247
90,0.8704028021015762
95,0.87215411558669
100,0.8774080560420315
