,0
5,0.5604203152364273
10,0.6873905429071804
15,0.7530647985989493
20,0.7259194395796847
25,0.7732049036777583
30,0.7574430823117339
35,0.7968476357267951
40,0.7819614711033275
45,0.8047285464098074
50,0.7889667250437828
