,0
5,0.4982486865148862
10,0.5131348511383538
15,0.7241681260945709
20,0.7154115586690017
25,0.7478108581436077
30,0.7460595446584939
35,0.7189141856392294
40,0.7189141856392294
45,0.7399299474605955
50,0.776707530647986
