,0
5,0.499124343
10,0.550788091
15,0.698774081
20,0.713660245
25,0.744308231
30,0.751313485
35,0.76357268
40,0.770577933
45,0.773204904
50,0.769702277
55,0.770577933
60,0.76882662
65,0.772329247
70,0.76882662
75,0.769702277
80,0.770577933
85,0.769702277
90,0.76882662
95,0.77145359
100,0.76882662
