,0
5,0.47373029772329245
10,0.6716287215411558
15,0.638353765323993
20,0.660245183887916
25,0.7644483362521891
30,0.7705779334500875
35,0.7197898423817863
40,0.7320490367775832
45,0.7924693520140105
50,0.7898423817863398
