,pull,train,push
0,7.390162,17.653044,8.385318
1,8.44409,17.020363,8.136834
2,8.62147,16.854099,7.01706
3,6.924779,17.253381,8.02321
4,8.730853,17.304081,7.741593
5,7.131611,17.22448,8.0415
6,6.050331,16.908815,6.702888
7,5.780872,16.904934,7.931591
8,6.586229,16.622121,7.975893
9,5.81696,16.824942,8.169867
10,6.331181,16.885649,6.979278
11,5.880973,17.105798,8.980582
12,6.033922,17.082301,7.789467
13,5.853376,16.866543,8.15714
14,6.243829,17.029761,6.775975
15,5.891643,16.971182,7.999296
16,5.817705,17.256281,7.446838
17,5.835517,17.00093,8.27436
18,6.275577,17.029656,7.185596
19,5.949509,17.103148,7.986157
20,6.045627,17.189916,7.75894
21,5.941916,16.972231,8.326722
22,7.005817,17.190119,7.681104
23,6.433481,17.206262,8.482078
24,6.194539,16.841065,7.951717
25,5.937216,16.807462,8.417039
26,6.251068,17.252893,7.284094
27,6.099716,17.05051,8.024134
28,6.532226,18.172167,7.920744
29,6.000084,17.176231,7.963919
30,6.538549,16.938189,7.053593
31,5.899525,17.043015,8.048094
32,6.009668,17.002002,8.014405
33,6.12648,17.240371,8.345449
34,6.388203,16.987872,6.750576
35,6.268696,17.080857,8.040896
36,5.992681,17.056729,7.911807
37,6.096475,17.019333,8.400237
38,6.415508,16.84033,6.686655
39,6.098851,17.067417,8.171572
40,5.884797,16.926514,7.7179
41,5.956488,17.030103,8.365878
42,6.227637,17.056569,6.602405
43,6.13434,16.817646,8.485885
44,6.317678,17.095221,7.524151
45,6.585798,17.17432,8.052001
46,6.75901,16.902095,7.089431
47,6.118583,16.766459,7.890185
48,5.8552,16.988896,7.671829
49,6.230766,16.698339,8.426171
,6.35874424,17.04985284,7.81520108
