,0
5,0.566549912
10,0.634851138
15,0.684763573
20,0.719789842
25,0.740805604
30,0.753064799
35,0.76357268
40,0.770577933
45,0.781085814
50,0.788091068
55,0.796847636
60,0.801225919
65,0.80385289
70,0.804728546
75,0.8117338
80,0.8117338
85,0.812609457
90,0.814360771
95,0.818739054
100,0.830998249
