,pull,train,push
0,7.253621,16.827788,7.828534
1,6.943242,17.041888,6.660217
2,6.300721,17.07528,6.411961
3,6.434431,17.065007,6.524171
4,6.918159,17.116935,7.141253
5,6.323136,17.047717,6.71128
6,6.511139,17.086354,9.09632
7,6.847494,16.929313,6.78361
8,6.44021,17.039862,6.614577
9,6.912944,17.029792,6.73496
10,6.983073,17.074539,8.348143
11,6.55999,16.584371,6.927547
12,6.944072,17.218363,7.395228
13,6.908749,16.87917,6.875654
14,6.441844,17.146787,6.759698
15,6.603504,16.853994,6.801518
16,6.565728,16.788516,6.848719
17,6.501463,17.087818,6.406055
18,6.496079,17.13242,7.6482
19,6.537292,17.168409,6.774917
20,7.067944,17.736484,6.7104
21,6.490641,16.945494,6.656919
22,6.75596,17.001728,7.542005
23,6.497478,17.073596,7.596846
24,6.569154,16.923037,6.489424
25,6.56465,16.661139,7.641518
26,6.922342,16.791148,7.081247
27,6.936518,16.910967,7.434159
28,6.472442,17.001235,6.872601
29,6.513411,18.949302,7.046068
30,6.564628,17.2123,6.775878
31,6.550485,17.078155,6.581429
32,6.91119,16.640781,6.825674
33,6.491104,17.050023,7.47248
34,6.53965,17.092496,6.588373
35,6.522878,16.678681,6.628531
36,6.499074,16.9424,7.259627
37,6.902544,17.671978,7.061274
38,6.508993,16.977749,7.01492
39,6.474152,17.067558,7.04214
40,6.60841,17.116547,7.189546
41,6.926285,16.517134,7.013435
42,6.481363,17.174371,6.867589
43,6.44209,17.024039,6.839363
44,6.652288,17.112942,7.009411
45,6.960697,17.142115,6.659446
46,6.514727,17.452466,7.275147
47,6.828164,16.706023,6.857083
48,6.444442,16.461908,7.276323
49,7.125659,16.564635,6.823128
,6.66332508,17.03745508,7.02849092
