,pull,train,push
0,6.092225,17.846856,7.311917
1,5.203708,16.716034,7.59646
2,5.515987,16.657212,6.84828
3,5.28393,16.910675,7.588323
4,5.102474,17.102675,8.114924
5,5.597103,16.842183,6.479188
6,5.140837,16.778993,6.690726
7,5.281826,16.896022,8.001768
8,5.52387,16.628851,7.40188
9,5.514252,16.523912,7.053977
10,5.16044,16.773489,7.010937
11,5.127161,16.823239,7.828426
12,5.307281,17.588913,7.357722
13,5.653538,16.979885,7.07417
14,5.606208,16.969834,7.95812
15,5.246285,17.329764,7.134232
16,5.219243,17.031755,7.511479
17,5.601482,16.72544,7.057328
18,5.143126,16.991507,7.62142
19,5.749769,16.967109,8.086819
20,5.463347,16.517155,6.807992
21,5.205544,16.895673,7.38273
22,5.311167,17.111304,6.801189
23,5.205597,17.103393,7.891945
24,5.546233,16.670468,7.787039
25,5.727468,16.772709,6.553623
26,5.071634,17.090648,8.213966
27,5.570354,16.706424,7.564774
28,5.517773,16.63456,7.397895
29,5.108301,16.741575,6.594525
30,5.284485,16.94401,6.742953
31,5.230302,17.379045,7.318209
32,5.399523,17.421578,6.778803
33,5.362381,16.901162,6.937364
34,5.258268,16.847707,6.916056
35,5.44224,16.687672,7.028669
36,5.154544,17.113471,6.702611
37,5.126699,17.045025,6.82899
38,5.10393,17.034623,6.903882
39,5.337242,17.120036,7.82933
40,5.167766,17.141256,7.252621
41,5.140405,16.61928,7.346337
42,5.493769,17.017186,6.652992
43,5.152473,16.662288,7.041963
44,5.518854,16.762978,6.984416
45,5.251079,16.813412,6.90371
46,5.255125,16.881358,6.672578
47,5.154784,17.046219,7.914491
48,5.36427,16.976773,7.545702
49,5.444674,16.860968,7.32722
50,5.199244,17.143498,7.47085
51,5.045094,16.671047,7.194154
52,5.100442,16.798068,6.707853
53,5.124606,16.770937,6.829333
54,5.229408,16.817683,7.333488
55,5.145903,16.780556,7.333414
56,5.066834,17.00475,7.213878
57,5.116657,16.804225,6.924345
58,5.170944,17.208236,7.151926
59,5.194439,16.76119,7.531442
60,5.381266,17.075036,7.170348
61,5.083318,16.957229,6.727232
62,5.126281,16.482159,6.703563
63,5.194799,16.929488,7.701902
64,5.1208,16.540448,7.208457
65,5.189381,16.840524,7.361149
66,5.489017,17.036734,6.968623
67,5.264474,17.129929,6.974445
68,5.122033,16.832331,7.401805
69,5.392768,16.739256,7.097786
70,5.104314,16.763242,6.998533
71,5.216553,16.960278,7.392409
72,5.492967,16.891006,6.725571
73,5.430798,16.906497,6.618676
74,5.152036,16.675906,7.942507
75,5.44001,16.920318,6.788383
76,5.1748,17.007632,7.745783
77,5.468333,16.888131,6.830813
78,5.505341,16.978958,7.527513
79,5.114548,16.929154,6.810417
80,5.215807,16.592087,6.604174
81,5.107034,17.12922,7.799322
82,5.147543,16.974363,6.833254
83,5.055722,16.806178,6.760791
84,5.043662,16.847802,7.067176
85,5.108166,17.19584,6.669014
86,5.078096,16.918846,6.661744
87,5.553922,16.577036,8.848646
88,5.417503,16.719137,7.224044
89,5.57462,16.824307,7.865867
90,5.24612,16.92664,7.209015
91,5.148174,16.388274,7.690256
92,5.153903,17.303082,7.396723
93,5.345602,16.928798,7.803435
94,5.258811,17.482952,8.401975
95,5.225966,17.115428,7.336671
96,5.167255,16.994244,7.01351
97,5.153265,17.313951,7.064849
98,5.37319,17.040793,7.718481
99,5.075464,16.794184,6.932764
,5.28748209,16.91721912,7.2364098
