,0
5,0.473730298
10,0.507880911
15,0.514010508
20,0.654991243
25,0.678633975
30,0.699649737
35,0.73380035
40,0.742556918
45,0.754816112
50,0.762697023
55,0.757443082
60,0.772329247
65,0.776707531
70,0.775831874
75,0.780210158
80,0.782837128
85,0.785464098
90,0.789842382
95,0.790718039
100,0.796847636
