,pull,train,push
0,8.290581,17.565222,11.619885
1,7.988195,17.003484,6.36069
2,7.825529,17.172237,6.56443
3,8.334001,17.357979,11.768898
4,7.946086,16.86931,6.834415
5,7.945781,17.392371,7.223405
6,9.110476,17.084189,10.80448
7,7.845223,17.033447,6.763345
8,7.65895,16.955589,7.883919
9,9.263495,16.960713,12.20801
10,7.906093,17.05307,6.552322
11,7.921618,16.858376,7.08081
12,8.975703,17.014939,11.684051
13,7.900402,16.71541,6.48766
14,9.674386,16.93486,6.221199
15,9.405071,16.918311,11.718221
16,7.751865,17.069779,6.426917
17,7.949596,16.840478,6.41157
18,8.287116,17.007169,11.420903
19,8.138434,16.951368,6.410777
20,7.859643,17.174341,6.923717
21,8.98134,16.945127,11.022108
22,8.114114,16.956695,6.479927
23,8.153753,16.928916,6.455965
24,8.168155,17.340684,10.817514
25,8.050932,16.876789,6.221647
26,7.948938,17.075747,7.120204
27,8.938952,17.070056,11.21391
28,8.104743,17.101652,6.834247
29,7.829851,17.453433,17.912328
30,8.582437,16.767669,12.304842
31,7.932429,17.123941,6.33265
32,7.900808,20.232397,9.132495
33,8.857523,17.933684,13.04495
34,8.13804,19.439209,6.8666
35,7.397817,17.373529,12.266669
36,8.215016,17.105513,6.661503
37,7.47072,17.158877,6.102291
38,7.785581,17.037212,11.44774
39,7.720152,16.894544,6.967131
40,7.862149,17.084215,5.984924
41,6.775466,17.207623,11.150127
42,7.82687,17.162836,6.682268
43,7.456663,17.037626,6.008346
44,8.098422,16.965412,11.397884
45,7.747095,17.021531,6.781239
46,7.847843,17.021224,6.225701
47,6.953555,16.907451,11.62442
48,7.82964,17.057835,7.37577
49,9.040902,16.858623,6.065569
50,6.7273,17.22944,11.830217
51,7.702847,16.789337,6.771056
52,7.921998,17.039922,5.863357
53,6.628293,16.929042,10.977053
54,7.744848,16.961224,6.722553
55,7.976595,17.083733,6.089858
56,6.870215,17.072142,10.958962
57,7.663333,17.298884,6.895706
58,8.282586,17.127137,5.894356
59,6.823272,16.826627,11.751715
60,7.860613,17.093142,7.243999
61,7.857686,16.972705,5.886335
62,6.962957,17.135839,10.99627
63,7.677707,17.027669,6.562126
64,8.117748,17.205012,5.69656
65,6.832856,16.972875,10.723263
66,7.788126,17.090685,6.894328
67,7.569591,17.241024,5.843238
68,6.776494,16.843673,11.316572
69,7.68515,17.043058,6.554801
70,7.832771,16.959078,5.716837
71,6.579305,16.967306,11.709252
72,7.824426,17.072175,6.63214
73,7.548324,17.10612,5.925875
74,6.607116,17.074194,11.378457
75,7.959071,16.987757,7.253135
76,7.563765,17.082188,6.007109
77,6.817894,17.027874,10.842126
78,7.818697,17.113311,6.70073
79,8.370865,17.054432,6.520579
80,6.895778,17.088588,11.492657
81,7.710324,17.260979,6.598645
82,7.58516,17.124908,5.726983
83,6.853936,17.335956,10.66514
84,7.838069,17.07722,7.063614
85,7.895382,17.122053,6.032385
86,6.899877,16.854069,11.708991
87,7.656765,16.885276,6.680255
88,7.623165,17.025162,5.823087
89,6.887153,17.095166,10.651197
90,7.849111,17.202923,7.360895
91,7.873296,17.330974,6.91931
92,6.840552,17.249861,10.732133
93,7.686033,16.927296,7.675986
94,7.724275,17.302637,6.015945
95,7.079602,17.297678,10.64495
96,7.778859,17.021724,6.7885
97,7.566856,16.91966,5.814305
98,6.567491,17.125697,10.850932
99,7.727497,17.10443,6.701244
,7.7863978,17.12852554,8.31976312
