,0
5,0.6042031523642732
10,0.670753064798599
15,0.7197898423817863
20,0.7539404553415061
25,0.7478108581436077
30,0.7478108581436077
35,0.7591943957968477
40,0.7618213660245184
45,0.7740805604203153
50,0.7828371278458844
