,0
5,0.521891418563923
10,0.6357267950963222
15,0.6821366024518388
20,0.7162872154115587
25,0.7390542907180385
30,0.7626970227670753
35,0.7775831873905429
40,0.787215411558669
45,0.7933450087565674
50,0.8152364273204904
55,0.8169877408056042
60,0.8213660245183888
65,0.8239929947460596
70,0.8257443082311734
75,0.8257443082311734
80,0.8318739054290718
85,0.8598949211908932
90,0.8633975481611208
95,0.87215411558669
100,0.8765323992994746
