,pull,train,push
0,14.36237,17.977989,17.450754
1,12.666002,17.680875,16.423661
2,13.012558,17.644179,15.577914
3,12.570006,17.358558,15.677495
4,12.54312,17.42991,16.063235
5,12.672503,17.598625,15.957614
6,12.50163,17.505936,15.702512
7,12.632413,17.409349,15.887849
8,12.91922,17.45106,15.63055
9,12.639116,17.384074,15.263243
10,12.87832,17.391585,15.746534
11,12.655305,17.44242,15.514422
12,12.63211,17.362943,15.654762
13,12.742801,17.395331,16.009456
14,12.585543,17.277681,16.831036
15,12.771806,17.367517,15.97379
16,12.507675,17.578198,16.298749
17,12.684946,17.38639,15.792506
18,12.624343,17.892997,15.55252
19,12.453903,17.332659,16.108454
20,12.615142,17.356822,15.006887
21,12.655837,17.637853,15.874379
22,12.622346,17.560854,16.367078
23,12.44073,17.581921,15.94308
24,12.560264,17.419511,16.05718
25,12.796919,17.423749,16.243186
26,12.736735,17.518015,17.01559
27,12.409298,17.256968,15.72058
28,12.692124,17.343609,15.766738
29,13.067729,19.412679,15.17437
30,12.824347,17.393717,15.823108
31,12.575404,17.29166,16.104447
32,12.527536,17.401246,15.932621
33,12.71106,17.289275,15.875808
34,12.467146,17.447041,15.843079
35,12.683269,17.3879,15.429626
36,12.676102,17.372139,16.761834
37,12.569022,17.38935,16.839511
38,13.196769,17.411943,16.677345
39,13.023981,17.404486,15.958073
40,12.770331,17.347234,16.297333
41,12.599285,17.584072,16.350152
42,12.583512,17.986971,16.251879
43,12.568774,17.573128,16.429461
44,12.585231,17.522796,16.403889
45,12.812377,17.659165,16.847634
46,12.460738,17.499818,16.506304
47,12.895079,17.570968,16.224578
48,12.941562,17.570802,17.165284
49,12.700499,17.414552,16.248818
50,12.896963,17.513059,16.220582
51,12.489082,17.37954,15.929503
52,12.723802,17.462433,16.613041
53,12.679788,17.289397,16.625992
54,12.612274,17.413069,15.639329
55,13.006909,17.306074,15.43814
56,12.679566,17.245241,15.848771
57,12.784313,17.462659,15.961715
58,12.597555,17.533938,16.364353
59,12.907763,17.845952,15.799696
60,12.634188,17.5001,15.908789
61,13.035961,17.470146,15.967747
62,12.660027,17.909387,16.474916
63,13.082243,17.396769,16.206665
64,12.553367,17.29098,15.710957
65,12.593069,17.376168,15.619
66,13.188777,17.398256,16.33737
67,12.554817,17.522884,16.094435
68,12.817639,17.456452,16.286836
69,12.632908,83.749343,16.705212
70,13.741393,17.559168,16.530036
71,12.288256,17.041703,14.821854
72,12.74077,16.964154,14.496159
73,12.433649,17.092908,15.060823
74,12.765265,17.104175,14.86382
75,12.468165,17.402924,15.509705
76,12.5207,17.115782,14.607978
77,12.664023,17.134271,15.678804
78,12.589929,17.275665,14.691808
79,12.811653,16.865169,15.34676
80,12.629961,17.000438,15.111984
81,12.315999,17.783453,14.754038
82,12.362604,17.248453,15.522677
83,12.360724,17.643373,14.932379
84,12.671531,17.044245,15.075054
85,12.445576,17.507397,15.682992
86,12.679855,17.871688,14.813242
87,12.552224,17.160607,15.175382
88,12.300979,17.770997,15.821597
89,12.587234,17.588345,16.780965
90,12.526859,17.577348,15.648106
91,12.672938,17.901767,16.468755
92,12.598041,17.14285,16.44376
93,12.214002,17.652748,15.870437
94,12.415307,17.182459,16.283553
95,12.8033,17.120243,15.890548
96,12.216745,17.621365,14.846488
97,12.850098,17.163465,14.96114
98,12.446853,17.21534,14.845752
99,12.781993,17.222332,15.011671
,12.68412475,18.11395199,15.87558224
