,0
5,0.521891418563923
10,0.6427320490367776
15,0.6970227670753065
20,0.7302977232924693
25,0.7609457092819615
30,0.7679509632224168
35,0.7749562171628721
40,0.7828371278458844
45,0.7880910683012259
50,0.7907180385288967
