,0
5,0.473730298
10,0.511383538
15,0.590192644
20,0.622591944
25,0.672504378
30,0.679509632
35,0.709281961
40,0.721541156
45,0.744308231
50,0.751313485
55,0.757443082
60,0.76357268
65,0.765323993
70,0.777583187
75,0.775831874
80,0.780210158
85,0.781961471
90,0.786339755
95,0.794220665
100,0.796847636
