,0
5,0.5297723292469352
10,0.6260945709281961
15,0.6970227670753065
20,0.6996497373029772
25,0.7005253940455342
30,0.7784588441330998
35,0.7758318739054291
40,0.7697022767075307
45,0.7968476357267951
50,0.7959719789842382
