,pull,train,push
0,5.358433,17.195959,6.915209
1,4.006069,16.923114,5.427082
2,4.803127,16.815426,4.958656
3,4.869927,16.988807,5.68259
4,4.25506,16.766489,5.091709
5,4.900135,17.029572,6.25613
6,4.85776,17.107509,6.290994
7,4.141841,17.120062,4.815307
8,4.809881,17.177025,5.605026
9,4.862472,16.900413,5.694349
10,4.227584,16.98471,4.752197
11,4.741212,16.738234,5.535319
12,4.808056,17.024351,5.779122
13,4.372136,16.970997,4.691537
14,4.924753,16.43548,6.44536
15,4.916469,16.957581,6.221285
16,4.095548,16.895728,4.844528
17,4.83472,16.893826,5.553813
18,4.731418,16.826119,5.558546
19,4.160111,17.119253,4.760227
20,5.029273,16.985126,4.750899
21,4.871276,17.211941,6.279933
22,4.386946,16.777564,4.967106
23,4.975037,16.953109,5.229184
24,4.782176,17.19686,6.318719
25,4.13794,16.9279,4.910885
26,4.821605,16.703668,5.432875
27,4.931613,16.809185,5.954337
28,4.278072,16.856725,4.744965
29,4.808845,16.895736,5.697341
30,4.791465,16.872213,6.341294
31,4.32338,17.128967,5.434851
32,5.12429,16.894224,5.63659
33,4.711314,16.753352,6.167298
34,4.362318,16.671256,6.477438
35,4.886747,16.982954,5.891364
36,4.606942,16.973168,6.507853
37,4.368909,16.866708,4.88214
38,5.183231,16.598938,5.390389
39,4.710746,16.835896,6.646813
40,4.225484,16.849043,4.653046
41,5.355284,17.163169,5.25077
42,4.968306,16.843634,6.647374
43,4.389144,17.160525,4.821283
44,5.252058,17.112871,5.337171
45,4.919765,16.576715,5.806867
46,5.788627,16.418352,5.333983
47,5.120133,16.8628,5.31316
48,4.875876,16.991148,6.34892
49,4.467886,16.521396,5.880544
,4.722628,16.90531596,5.59868756
