,pull,train,push
0,4.407568,16.86224,3.853924
1,4.688772,16.592749,3.507673
2,4.086587,16.727278,3.575965
3,4.138416,16.645289,3.294742
4,4.201484,16.574824,3.954303
5,2.865658,17.052661,3.453372
6,4.438071,16.753092,3.570752
7,4.315143,16.590888,3.251215
8,4.199028,17.426837,3.846843
9,2.786875,16.820254,3.093804
10,2.930696,17.005838,3.570143
11,2.816747,16.866054,3.0773
12,4.157985,17.045318,4.007053
13,3.845096,16.836422,4.209654
14,4.571963,16.547229,4.094455
15,2.750974,17.526031,2.962147
16,4.036727,16.817893,3.632695
17,4.486225,16.683054,3.451899
18,4.055419,17.142483,3.962174
19,4.437991,16.627851,3.396573
20,2.820152,17.415748,3.576123
21,4.232578,16.847823,3.615385
22,4.124872,16.800783,3.8172
23,4.394478,16.618846,3.609382
24,4.135188,16.546925,4.25674
25,3.685757,16.529,3.455163
26,4.149568,16.718948,3.143811
27,4.472826,16.791511,3.593815
28,5.084461,16.914133,3.587426
29,4.477824,16.739891,3.741086
30,2.738503,17.359594,3.991609
31,4.358325,16.900764,3.152677
32,5.193187,16.623487,4.02003
33,4.378787,16.425189,3.429029
34,4.16445,17.115644,3.185296
35,2.795228,16.81867,2.901316
36,4.12191,17.119316,4.057131
37,4.448325,16.893813,3.343223
38,4.702429,16.835152,3.704042
39,4.176881,16.709985,3.430079
40,2.88039,16.512948,3.692243
41,4.261826,16.802012,3.303368
42,4.212208,16.8975,4.158907
43,3.895962,16.630485,3.716043
44,3.588298,16.569763,2.922483
45,2.707076,17.335106,3.757594
46,5.396092,16.73785,3.854461
47,4.489504,16.516194,3.433696
48,4.34162,16.933777,3.502931
49,4.356385,16.547498,3.455484
,4.0200503,16.8270528,3.58348918
