,0
5,0.396672504
10,0.665499124
15,0.685639229
20,0.667250438
25,0.671628722
30,0.670753065
35,0.686514886
40,0.683887916
45,0.6882662
50,0.69089317
55,0.697898424
60,0.704028021
65,0.715411559
70,0.705779335
75,0.705779335
80,0.721541156
85,0.721541156
90,0.735551664
95,0.735551664
100,0.740805604
